,진료년도,상병구분,시도,SIGUNGU_NM,SIGUNGU_CD,성별,환자수,입내원일수,요양급여비용총액
972,2023,불면증,경남,고성군,32600,남,239,812,12943230
973,2023,불면증,경남,고성군,38540,남,239,812,12943230
974,2023,불면증,경남,고성군,32600,여,254,750,12776140
975,2023,불면증,경남,고성군,38540,여,254,750,12776140
976,2023,불면증,경남,남해군,38550,남,178,509,7394440
977,2023,불면증,경남,남해군,38550,여,285,694,11606510
978,2023,불면증,경남,산청군,38570,남,206,571,8188580
979,2023,불면증,경남,산청군,38570,여,243,778,11409790
980,2023,불면증,경남,의령군,38510,남,172,678,11392620
981,2023,불면증,경남,의령군,38510,여,211,803,15786060
982,2023,불면증,경남,창녕군,38530,남,333,1278,28304210
983,2023,불면증,경남,창녕군,38530,여,471,1530,34371650
984,2023,불면증,경남,하동군,38560,남,245,841,15709770
985,2023,불면증,경남,하동군,38560,여,295,1014,23385810
986,2023,불면증,경남,함안군,38520,남,332,1080,20209900
987,2023,불면증,경남,함안군,38520,여,396,1178,20376430
988,2023,불면증,경남,함양군,38580,남,317,1096,23681840
989,2023,불면증,경남,함양군,38580,여,409,1276,29063450
990,2023,불면증,경남,합천군,38600,남,350,1165,20340810
991,2023,불면증,경남,합천군,38600,여,430,1235,24356440
992,2023,불면증,경남,김해시,38070,남,2732,11647,368189900
993,2023,불면증,경남,김해시,38070,여,4149,19490,587005730
994,2023,불면증,경남,사천시,38060,남,654,1907,40111610
995,2023,불면증,경남,사천시,38060,여,870,3091,59384640
996,2023,불면증,경남,진주시,38030,남,2450,9661,316952120
997,2023,불면증,경남,진주시,38030,여,3360,13398,408988480
998,2023,불면증,경남,창원마산회원구,38114,남,1363,7022,244335350
999,2023,불면증,경남,창원마산회원구,38114,여,2207,12024,485952330
1000,2023,불면증,경남,창원마산합포구,38113,남,952,3324,86241670
1001,2023,불면증,경남,창원마산합포구,38113,여,1325,4869,116355980
1002,2023,불면증,경남,창원진해구,38115,남,848,2920,63732160
1003,2023,불면증,경남,창원진해구,38115,여,1288,4425,113840700
1004,2023,불면증,경남,창원의창구,38111,남,1344,4936,152563760
1005,2023,불면증,경남,창원의창구,38111,여,1906,6885,204877640
1006,2023,불면증,경남,창원성산구,38112,남,1474,6838,247344570
1007,2023,불면증,경남,창원성산구,38112,여,2208,10874,392130880
1008,2023,불면증,경남,통영시,38050,남,865,4548,126231310
1009,2023,불면증,경남,통영시,38050,여,1566,8433,257266930
1010,2023,불면증,경남,밀양시,38080,남,859,3930,96777670
1011,2023,불면증,경남,밀양시,38080,여,1145,4501,111755740
1012,2023,불면증,경남,거제시,38090,남,1359,5630,151691480
1013,2023,불면증,경남,거제시,38090,여,1969,8313,223687660
1014,2023,불면증,경남,양산시,38100,남,2008,8628,268233170
1015,2023,불면증,경남,양산시,38100,여,3093,13550,433790980
1016,2023,불면증,제주,서귀포시,39020,남,975,3763,98821760
1017,2023,불면증,제주,서귀포시,39020,여,1431,5580,172154060
1018,2023,불면증,제주,제주시,39010,남,2566,10636,335572530
1019,2023,불면증,제주,제주시,39010,여,3658,15386,460030840
1020,2023,불면증,세종,세종시,29010,남,1204,3876,119725930
1021,2023,불면증,세종,세종시,29010,여,1706,5707,199377610
1022,2023,불안장애,서울,강남구,11230,남,7952,43168,3850427450
1023,2023,불안장애,서울,강남구,11230,여,12268,64710,5743553210
1024,2023,불안장애,서울,강동구,11250,남,4038,22527,1318505890
1025,2023,불안장애,서울,강동구,11250,여,6187,35248,2045944200
1026,2023,불안장애,서울,강서구,11160,남,3702,21221,1433466780
1027,2023,불안장애,서울,강서구,11160,여,5973,32420,2203922040
1028,2023,불안장애,서울,관악구,11210,남,3459,20527,1199599410
1029,2023,불안장애,서울,관악구,11210,여,5205,29231,1715563290
1030,2023,불안장애,서울,구로구,11170,남,2955,16191,938175250
1031,2023,불안장애,서울,구로구,11170,여,4419,23819,1340361100
1032,2023,불안장애,서울,도봉구,11100,남,1578,7804,362248110
1033,2023,불안장애,서울,도봉구,11100,여,2557,12439,569068990
1034,2023,불안장애,서울,동대문구,11060,남,2484,13260,860721440
1035,2023,불안장애,서울,동대문구,11060,여,3749,18903,1265475020
1036,2023,불안장애,서울,동작구,11200,남,2940,16078,1189827150
1037,2023,불안장애,서울,동작구,11200,여,4888,25896,1952540020
1038,2023,불안장애,서울,마포구,11140,남,4698,27758,1943102420
1039,2023,불안장애,서울,마포구,11140,여,7788,46594,3284404230
1040,2023,불안장애,서울,서대문구,11130,남,2189,12318,653519770
1041,2023,불안장애,서울,서대문구,11130,여,3679,18113,976476680
1042,2023,불안장애,서울,성동구,11040,남,1805,9261,618221140
1043,2023,불안장애,서울,성동구,11040,여,3092,15485,1019345640
1044,2023,불안장애,서울,성북구,11080,남,1846,8736,518012210
1045,2023,불안장애,서울,성북구,11080,여,3381,15315,923360200
1046,2023,불안장애,서울,영등포구,11190,남,3252,19724,1362883760
1047,2023,불안장애,서울,영등포구,11190,여,4382,24359,1790934630
1048,2023,불안장애,서울,용산구,11030,남,1453,6234,516348670
1049,2023,불안장애,서울,용산구,11030,여,2296,8887,708563100
1050,2023,불안장애,서울,은평구,11120,남,3025,15948,860255770
1051,2023,불안장애,서울,은평구,11120,여,5401,28351,1557218180
1052,2023,불안장애,서울,종로구,11010,남,3633,20299,1637787320
1053,2023,불안장애,서울,종로구,11010,여,5431,31480,2524138340
1054,2023,불안장애,서울,중구,11020,남,1771,8153,634106370
1055,2023,불안장애,서울,중구,11020,여,2366,10513,885757010
1056,2023,불안장애,서울,송파구,11240,남,5470,32346,2350800770
1057,2023,불안장애,서울,송파구,11240,여,8701,48888,3439958920
1058,2023,불안장애,서울,중랑구,11070,남,1811,9006,551824720
1059,2023,불안장애,서울,중랑구,11070,여,2797,13582,818846660
1060,2023,불안장애,서울,양천구,11150,남,2573,13323,812765620
1061,2023,불안장애,서울,양천구,11150,여,4526,23496,1406457850
1062,2023,불안장애,서울,서초구,11220,남,4500,24310,1961493390
1063,2023,불안장애,서울,서초구,11220,여,7247,39805,3385095540
1064,2023,불안장애,서울,노원구,11110,남,2529,14369,782059090
1065,2023,불안장애,서울,노원구,11110,여,4367,24272,1346739270
1066,2023,불안장애,서울,광진구,11050,남,3053,17495,1331785340
1067,2023,불안장애,서울,광진구,11050,여,5090,27297,2131812360
1068,2023,불안장애,서울,강북구,11090,남,2199,14933,608221570
1069,2023,불안장애,서울,강북구,11090,여,3973,27643,1061513040
1070,2023,불안장애,서울,금천구,11180,남,1235,6409,488088990
1071,2023,불안장애,서울,금천구,11180,여,1511,7099,520008850
1072,2023,불안장애,부산,부산남구,21070,남,1435,9966,626972870
1073,2023,불안장애,부산,부산남구,21070,여,2343,15504,978600260
1074,2023,불안장애,부산,부산동구,21030,남,1351,9538,533933500
1075,2023,불안장애,부산,부산동구,21030,여,2603,19289,1135677300
1076,2023,불안장애,부산,부산동래구,21060,남,2049,15869,873799050
1077,2023,불안장애,부산,부산동래구,21060,여,3749,28988,1531077890
1078,2023,불안장애,부산,부산진구,21050,남,4300,30984,1668927900
1079,2023,불안장애,부산,부산진구,21050,여,7075,48740,2585185980
1080,2023,불안장애,부산,부산북구,21080,남,1919,12980,635667410
1081,2023,불안장애,부산,부산북구,21080,여,3161,20929,993935490
1082,2023,불안장애,부산,부산서구,21020,남,853,9399,462867540
1083,2023,불안장애,부산,부산서구,21020,여,1373,17197,850801330
1084,2023,불안장애,부산,부산영도구,21040,남,464,1930,90615980
1085,2023,불안장애,부산,부산영도구,21040,여,963,3566,149526780
1086,2023,불안장애,부산,부산중구,21010,남,654,5516,254134660
1087,2023,불안장애,부산,부산중구,21010,여,967,7065,348247240
1088,2023,불안장애,부산,부산해운대구,21090,남,3042,17890,1262916660
1089,2023,불안장애,부산,부산해운대구,21090,여,5020,30850,2094715370
1090,2023,불안장애,부산,부산사하구,21100,남,2558,19057,961692750
1091,2023,불안장애,부산,부산사하구,21100,여,4108,30181,1514483630
1092,2023,불안장애,부산,부산금정구,21110,남,1279,7403,370935230
1093,2023,불안장애,부산,부산금정구,21110,여,1923,11253,554936440
1094,2023,불안장애,부산,부산강서구,21120,남,507,2247,149900310
1095,2023,불안장애,부산,부산강서구,21120,여,587,2633,173717840
1096,2023,불안장애,부산,부산연제구,21130,남,2475,17970,980029880
1097,2023,불안장애,부산,부산연제구,21130,여,4110,28453,1528713650
1098,2023,불안장애,부산,부산수영구,21140,남,2297,15563,915654100
1099,2023,불안장애,부산,부산수영구,21140,여,4041,27490,1648042140
1100,2023,불안장애,부산,부산사상구,21150,남,1654,10982,638227950
1101,2023,불안장애,부산,부산사상구,21150,여,1420,8381,490220240
1102,2023,불안장애,부산,부산기장군,21510,남,842,4776,234255850
1103,2023,불안장애,부산,부산기장군,21510,여,1288,6735,340619970
1104,2023,불안장애,인천,인천미추홀구,23090,남,2271,12663,678021430
1105,2023,불안장애,인천,인천미추홀구,23090,여,3771,21383,1140347170
1106,2023,불안장애,인천,인천동구,23020,남,248,925,31317990
1107,2023,불안장애,인천,인천동구,23020,여,355,1705,89268470
1108,2023,불안장애,인천,인천부평구,23060,남,2406,11445,677760860
1109,2023,불안장애,인천,인천부평구,23060,여,3669,17433,1048428770
1110,2023,불안장애,인천,인천중구,23010,남,1651,9038,477351250
1111,2023,불안장애,인천,인천중구,23010,여,2573,15390,775525830
1112,2023,불안장애,인천,인천서구,23080,남,3522,18564,1265559260
1113,2023,불안장애,인천,인천서구,23080,여,5616,29980,2052375460
1114,2023,불안장애,인천,인천남동구,23050,남,3220,16518,950283500
1115,2023,불안장애,인천,인천남동구,23050,여,5467,28952,1656588430
1116,2023,불안장애,인천,인천연수구,23040,남,1650,9707,669678460
1117,2023,불안장애,인천,인천연수구,23040,여,2542,15183,1044848020
1118,2023,불안장애,인천,인천계양구,23070,남,2078,11253,596986090
1119,2023,불안장애,인천,인천계양구,23070,여,3089,18029,962026540
1120,2023,불안장애,인천,인천강화군,23510,남,236,1056,63165600
1121,2023,불안장애,인천,인천강화군,23510,여,404,1515,77911160
1122,2023,불안장애,인천,인천옹진군,23520,남,17,36,1199880
1123,2023,불안장애,인천,인천옹진군,23520,여,10,11,207010
1124,2023,불안장애,대구,대구남구,22040,남,1329,7456,426246520
1125,2023,불안장애,대구,대구남구,22040,여,2338,13274,803498030
1126,2023,불안장애,대구,대구동구,22020,남,3286,20297,1104571480
1127,2023,불안장애,대구,대구동구,22020,여,4529,26497,1324250420
1128,2023,불안장애,대구,대구북구,22050,남,4207,25012,1048052120
1129,2023,불안장애,대구,대구북구,22050,여,6724,38769,1551237240
1130,2023,불안장애,대구,대구서구,22030,남,1132,7435,358700060
1131,2023,불안장애,대구,대구서구,22030,여,1677,9677,451759590
1132,2023,불안장애,대구,대구수성구,22060,남,3746,24557,1541485530
1133,2023,불안장애,대구,대구수성구,22060,여,6366,40627,2416886500
1134,2023,불안장애,대구,대구중구,22010,남,1955,10059,604205960
1135,2023,불안장애,대구,대구중구,22010,여,3103,15568,814423040
1136,2023,불안장애,대구,대구달서구,22070,남,4493,28632,1450187590
1137,2023,불안장애,대구,대구달서구,22070,여,6982,44512,2255889010
1138,2023,불안장애,대구,대구달성군,22510,남,1400,7239,494456280
1139,2023,불안장애,대구,대구달성군,22510,여,2324,11400,799800640
1140,2023,불안장애,대구,대구군위군,22520,남,36,75,1195090
1141,2023,불안장애,대구,대구군위군,22520,여,51,110,1691890
1142,2023,불안장애,광주,광주동구,24010,남,1206,6506,430239820
1143,2023,불안장애,광주,광주동구,24010,여,1732,8693,562559060
1144,2023,불안장애,광주,광주북구,24040,남,2824,14722,836399340
1145,2023,불안장애,광주,광주북구,24040,여,4304,21910,1169679000
1146,2023,불안장애,광주,광주서구,24020,남,2105,12512,740696980
1147,2023,불안장애,광주,광주서구,24020,여,3254,20457,1266919960
1148,2023,불안장애,광주,광주광산구,24050,남,2047,11837,604276430
1149,2023,불안장애,광주,광주광산구,24050,여,2688,13737,692969450
1150,2023,불안장애,광주,광주남구,24030,남,986,5532,362405380
1151,2023,불안장애,광주,광주남구,24030,여,1635,6938,408510990
1152,2023,불안장애,대전,대전유성구,25040,남,3587,21084,1189232940
1153,2023,불안장애,대전,대전유성구,25040,여,4970,30668,1771286730
1154,2023,불안장애,대전,대전대덕구,25050,남,981,5678,267914270
1155,2023,불안장애,대전,대전대덕구,25050,여,1355,8055,368517690
1156,2023,불안장애,대전,대전서구,25030,남,5650,35253,2078008020
1157,2023,불안장애,대전,대전서구,25030,여,9825,58752,3594137400
1158,2023,불안장애,대전,대전동구,25010,남,1014,5565,260079450
1159,2023,불안장애,대전,대전동구,25010,여,1639,9219,446258240
1160,2023,불안장애,대전,대전중구,25020,남,3320,19936,935741200
1161,2023,불안장애,대전,대전중구,25020,여,4638,32017,1496660380
1162,2023,불안장애,울산,울산남구,26020,남,4728,37725,1844755960
1163,2023,불안장애,울산,울산남구,26020,여,6970,57336,2746439570
1164,2023,불안장애,울산,울산동구,26030,남,992,4862,296523880
1165,2023,불안장애,울산,울산동구,26030,여,1306,6473,394297690
1166,2023,불안장애,울산,울산중구,26010,남,1058,6687,280346970
1167,2023,불안장애,울산,울산중구,26010,여,1859,11645,470812980
1168,2023,불안장애,울산,울산북구,26040,남,595,3081,146593800
1169,2023,불안장애,울산,울산북구,26040,여,905,4622,213572080
1170,2023,불안장애,울산,울산울주군,26510,남,329,2572,116667290
1171,2023,불안장애,울산,울산울주군,26510,여,473,2756,109318930
1172,2023,불안장애,경기,가평군,31570,남,304,809,31614570
1173,2023,불안장애,경기,가평군,31570,여,422,1048,37607950
1174,2023,불안장애,경기,양평군,31580,남,597,2294,87145440
1175,2023,불안장애,경기,양평군,31580,여,996,3814,143021360
1176,2023,불안장애,경기,연천군,31550,남,107,341,17761910
1177,2023,불안장애,경기,연천군,31550,여,158,454,20034620
1178,2023,불안장애,경기,광명시,31060,남,1810,9903,610439330
1179,2023,불안장애,경기,광명시,31060,여,2572,13587,837935650
1180,2023,불안장애,경기,동두천시,31080,남,701,4187,262599850
1181,2023,불안장애,경기,동두천시,31080,여,744,5265,302858900
1182,2023,불안장애,경기,부천시,31050,남,5275,30493,1768779180
1183,2023,불안장애,경기,부천시,31050,여,8753,51541,2997690080
1184,2023,불안장애,경기,부천소사구,31050,남,536,988,57664800
1185,2023,불안장애,경기,부천소사구,31050,여,875,1648,93916150
1186,2023,불안장애,경기,부천오정구,31050,남,144,262,11045150
1187,2023,불안장애,경기,부천오정구,31050,여,330,724,38337830
1188,2023,불안장애,경기,부천원미구,31050,남,1387,2250,126130630
1189,2023,불안장애,경기,부천원미구,31050,여,2297,3696,217270670
1190,2023,불안장애,경기,성남수정구,31021,남,1908,10475,635398660
1191,2023,불안장애,경기,성남수정구,31021,여,3106,17097,1071489710
1192,2023,불안장애,경기,성남중원구,31022,남,1138,6334,373654090
1193,2023,불안장애,경기,성남중원구,31022,여,1790,9867,575247370
1194,2023,불안장애,경기,성남분당구,31023,남,6761,37746,2514317480
1195,2023,불안장애,경기,성남분당구,31023,여,10015,55265,3665474010
1196,2023,불안장애,경기,수원권선구,31012,남,2137,11738,710901740
1197,2023,불안장애,경기,수원권선구,31012,여,3229,16194,858847780
1198,2023,불안장애,경기,수원장안구,31011,남,1149,7834,412340980
1199,2023,불안장애,경기,수원장안구,31011,여,1724,10877,516679420
1200,2023,불안장애,경기,수원팔달구,31013,남,3263,20344,1319436510
1201,2023,불안장애,경기,수원팔달구,31013,여,5370,32546,2041310240
1202,2023,불안장애,경기,수원영통구,31014,남,4327,29531,1750118690
1203,2023,불안장애,경기,수원영통구,31014,여,7291,50421,3050732330
1204,2023,불안장애,경기,안양만안구,31041,남,1616,9569,571185580
1205,2023,불안장애,경기,안양만안구,31041,여,2367,14067,838205100
1206,2023,불안장애,경기,안양동안구,31042,남,3042,18075,927788120
1207,2023,불안장애,경기,안양동안구,31042,여,4770,28743,1501127690
1208,2023,불안장애,경기,의정부시,31030,남,3121,17289,1008378080
1209,2023,불안장애,경기,의정부시,31030,여,5564,31710,1769140010
1210,2023,불안장애,경기,과천시,31110,남,399,1946,138211370
1211,2023,불안장애,경기,과천시,31110,여,615,3003,192655810
1212,2023,불안장애,경기,구리시,31120,남,1419,7236,479790270
1213,2023,불안장애,경기,구리시,31120,여,2286,11171,720670210
1214,2023,불안장애,경기,안산단원구,31092,남,2115,11540,596750740
1215,2023,불안장애,경기,안산단원구,31092,여,3280,19943,1009891450
1216,2023,불안장애,경기,안산상록구,31091,남,1315,7207,275238390
1217,2023,불안장애,경기,안산상록구,31091,여,1985,10210,343678980
1218,2023,불안장애,경기,평택시,31070,남,4545,22088,1188656880
1219,2023,불안장애,경기,평택시,31070,여,6283,30173,1652151650
1220,2023,불안장애,경기,하남시,31180,남,1626,9507,733087460
1221,2023,불안장애,경기,하남시,31180,여,2710,16511,1234855770
1222,2023,불안장애,경기,군포시,31160,남,1079,7930,389366570
1223,2023,불안장애,경기,군포시,31160,여,1755,11364,531357250
1224,2023,불안장애,경기,남양주시,31130,남,3085,15798,818626270
1225,2023,불안장애,경기,남양주시,31130,여,5136,26026,1324056140
1226,2023,불안장애,경기,의왕시,31170,남,331,1287,74744360
1227,2023,불안장애,경기,의왕시,31170,여,657,2370,127667260
1228,2023,불안장애,경기,시흥시,31150,남,2449,16005,798408870
1229,2023,불안장애,경기,시흥시,31150,여,3562,23210,1163589330
1230,2023,불안장애,경기,오산시,31140,남,670,3438,209310280
1231,2023,불안장애,경기,오산시,31140,여,992,4667,258516260
1232,2023,불안장애,경기,고양덕양구,31101,남,1975,10137,756749890
1233,2023,불안장애,경기,고양덕양구,31101,여,3221,14556,1030728420
1234,2023,불안장애,경기,고양일산서구,31104,남,2823,17757,1114827540
1235,2023,불안장애,경기,고양일산서구,31104,여,4648,28822,1825243840
1236,2023,불안장애,경기,고양일산동구,31103,남,2212,11956,767730140
1237,2023,불안장애,경기,고양일산동구,31103,여,3888,20939,1289252430
1238,2023,불안장애,경기,용인기흥구,31192,남,2191,10349,558904450
1239,2023,불안장애,경기,용인기흥구,31192,여,3682,15827,885456010
1240,2023,불안장애,경기,용인수지구,31193,남,1941,9527,504773950
1241,2023,불안장애,경기,용인수지구,31193,여,3557,17872,900258520
1242,2023,불안장애,경기,용인처인구,31191,남,1037,4545,210845060
1243,2023,불안장애,경기,용인처인구,31191,여,1690,7006,349138340
1244,2023,불안장애,경기,이천시,31210,남,1095,5297,239036820
1245,2023,불안장애,경기,이천시,31210,여,1544,7289,346089010
1246,2023,불안장애,경기,파주시,31200,남,1832,10811,727068150
1247,2023,불안장애,경기,파주시,31200,여,2748,15131,968460150
1248,2023,불안장애,경기,김포시,31230,남,3862,20592,994547730
1249,2023,불안장애,경기,김포시,31230,여,6341,36100,1609803040
1250,2023,불안장애,경기,안성시,31220,남,709,4092,141156680
1251,2023,불안장애,경기,안성시,31220,여,1056,4608,133688910
1252,2023,불안장애,경기,화성시,31240,남,4471,26433,1742412340
1253,2023,불안장애,경기,화성시,31240,여,6256,36792,2451589330
1254,2023,불안장애,경기,광주시,31250,남,1343,7179,494557420
1255,2023,불안장애,경기,광주시,31250,여,2048,10744,749935100
1256,2023,불안장애,경기,양주시,31260,남,1172,5334,259565970
1257,2023,불안장애,경기,양주시,31260,여,1781,8379,400515040
1258,2023,불안장애,경기,포천시,31270,남,803,3643,166713020
1259,2023,불안장애,경기,포천시,31270,여,1396,6743,293394330
1260,2023,불안장애,경기,여주시,31280,남,499,3665,143755930
1261,2023,불안장애,경기,여주시,31280,여,671,3552,127521060
1262,2023,불안장애,강원,고성군,32600,남,177,621,10821030
1263,2023,불안장애,강원,고성군,38540,남,177,621,10821030
1264,2023,불안장애,강원,고성군,32600,여,424,1623,29221390
1265,2023,불안장애,강원,고성군,38540,여,424,1623,29221390
1266,2023,불안장애,강원,양구군,32580,남,58,144,2322690
1267,2023,불안장애,강원,양구군,32580,여,109,326,6970970
1268,2023,불안장애,강원,양양군,32610,남,48,195,2754640
1269,2023,불안장애,강원,양양군,32610,여,121,329,5052050
1270,2023,불안장애,강원,영월군,32530,남,121,377,17464160
1271,2023,불안장애,강원,영월군,32530,여,217,724,25418700
1272,2023,불안장애,강원,인제군,32590,남,84,162,2937360
1273,2023,불안장애,강원,인제군,32590,여,168,343,6337760
1274,2023,불안장애,강원,정선군,32550,남,79,170,3924870
1275,2023,불안장애,강원,정선군,32550,여,170,402,9400740
1276,2023,불안장애,강원,철원군,32560,남,46,144,1992350
1277,2023,불안장애,강원,철원군,32560,여,102,258,3951670
1278,2023,불안장애,강원,평창군,32540,남,107,283,5116990
1279,2023,불안장애,강원,평창군,32540,여,210,496,9888420
1280,2023,불안장애,강원,홍천군,32510,남,501,4462,143495960
1281,2023,불안장애,강원,홍천군,32510,여,777,7977,257043900
1282,2023,불안장애,강원,화천군,32570,남,44,108,1578880
1283,2023,불안장애,강원,화천군,32570,여,83,153,2303170
1284,2023,불안장애,강원,횡성군,32520,남,115,273,6389110
1285,2023,불안장애,강원,횡성군,32520,여,230,460,15824470
1286,2023,불안장애,강원,강릉시,32030,남,2304,11243,658346550
1287,2023,불안장애,강원,강릉시,32030,여,3292,16612,919869280
1288,2023,불안장애,강원,동해시,32040,남,711,3480,160491100
1289,2023,불안장애,강원,동해시,32040,여,994,4378,202003270
1290,2023,불안장애,강원,속초시,32060,남,644,3785,178093300
1291,2023,불안장애,강원,속초시,32060,여,940,4566,199640980
1292,2023,불안장애,강원,원주시,32020,남,3131,18828,826313300
1293,2023,불안장애,강원,원주시,32020,여,4969,28436,1187893290
1294,2023,불안장애,강원,춘천시,32010,남,2277,10346,594673120
1295,2023,불안장애,강원,춘천시,32010,여,3297,15313,825341310
1296,2023,불안장애,강원,태백시,32050,남,296,2835,110969580
1297,2023,불안장애,강원,태백시,32050,여,490,4411,170361820
1298,2023,불안장애,강원,삼척시,32070,남,431,2601,157327580
1299,2023,불안장애,강원,삼척시,32070,여,718,4591,271417660
1300,2023,불안장애,충북,괴산군,33560,남,176,435,13637980
1301,2023,불안장애,충북,괴산군,33560,여,258,1013,52426650
1302,2023,불안장애,충북,단양군,33580,남,10,35,501250
1303,2023,불안장애,충북,단양군,33580,여,27,89,1218550
1304,2023,불안장애,충북,보은군,33520,남,117,488,25121810
1305,2023,불안장애,충북,보은군,33520,여,190,524,16303490
1306,2023,불안장애,충북,영동군,33540,남,489,3311,154454190
1307,2023,불안장애,충북,영동군,33540,여,793,4792,218258580
1308,2023,불안장애,충북,옥천군,33530,남,318,2005,81830740
1309,2023,불안장애,충북,옥천군,33530,여,412,2154,90110640
1310,2023,불안장애,충북,음성군,33570,남,425,1110,29189720
1311,2023,불안장애,충북,음성군,33570,여,632,1493,29467260
1312,2023,불안장애,충북,진천군,33550,남,700,3509,194769220
1313,2023,불안장애,충북,진천군,33550,여,713,3360,176491230
1314,2023,불안장애,충북,증평군,33590,남,90,363,5295930
1315,2023,불안장애,충북,증평군,33590,여,143,429,6219010
1316,2023,불안장애,충북,청주상당구,33041,남,1966,11052,606923410
1317,2023,불안장애,충북,청주상당구,33041,여,3430,19440,1133848880
1318,2023,불안장애,충북,청주흥덕구,33043,남,2139,10763,547777720
1319,2023,불안장애,충북,청주흥덕구,33043,여,3001,14695,772052400
1320,2023,불안장애,충북,청주청원구,33044,남,1360,6712,391166980
1321,2023,불안장애,충북,청주청원구,33044,여,1879,9313,564790760
1322,2023,불안장애,충북,청주서원구,33042,남,1048,6202,296186940
1323,2023,불안장애,충북,청주서원구,33042,여,1724,9823,431388910
1324,2023,불안장애,충북,충주시,33020,남,1182,6401,311541110
1325,2023,불안장애,충북,충주시,33020,여,1647,8024,365764720
1326,2023,불안장애,충북,제천시,33030,남,599,3443,150289420
1327,2023,불안장애,충북,제천시,33030,여,894,4759,192292010
1328,2023,불안장애,충남,금산군,34510,남,321,2079,84286460
1329,2023,불안장애,충남,금산군,34510,여,504,3188,125613400
1330,2023,불안장애,충남,부여군,34530,남,353,1876,74403490
1331,2023,불안장애,충남,부여군,34530,여,547,2372,106579650
1332,2023,불안장애,충남,서천군,34540,남,103,409,14688560
1333,2023,불안장애,충남,서천군,34540,여,217,1142,62459270
1334,2023,불안장애,충남,예산군,34570,남,279,1168,57371160
1335,2023,불안장애,충남,예산군,34570,여,413,1242,49879690
1336,2023,불안장애,충남,청양군,34550,남,99,243,3612090
1337,2023,불안장애,충남,청양군,34550,여,175,466,6773420
1338,2023,불안장애,충남,홍성군,34560,남,392,1980,106293160
1339,2023,불안장애,충남,홍성군,34560,여,616,2686,123169290
1340,2023,불안장애,충남,태안군,34580,남,316,1164,27220060
1341,2023,불안장애,충남,태안군,34580,여,547,1905,46929060
1342,2023,불안장애,충남,천안서북구,34012,남,3137,17370,1131766800
1343,2023,불안장애,충남,천안서북구,34012,여,4496,26075,1703519660
1344,2023,불안장애,충남,천안동남구,34011,남,1971,10141,599050020
1345,2023,불안장애,충남,천안동남구,34011,여,3046,16142,951156130
1346,2023,불안장애,충남,공주시,34020,남,797,4317,218147010
1347,2023,불안장애,충남,공주시,34020,여,1147,5594,297544040
1348,2023,불안장애,충남,보령시,34030,남,756,3599,104146330
1349,2023,불안장애,충남,보령시,34030,여,1070,4650,148125630
1350,2023,불안장애,충남,아산시,34040,남,1699,8656,396575270
1351,2023,불안장애,충남,아산시,34040,여,2446,12426,548064050
1352,2023,불안장애,충남,서산시,34050,남,1063,5843,175519340
1353,2023,불안장애,충남,서산시,34050,여,1429,7918,246534840
1354,2023,불안장애,충남,논산시,34060,남,542,2766,157615470
1355,2023,불안장애,충남,논산시,34060,여,686,3224,168312000
1356,2023,불안장애,충남,계룡시,34070,남,40,149,2129790
1357,2023,불안장애,충남,계룡시,34070,여,103,245,4023950
1358,2023,불안장애,충남,당진시,34080,남,1244,5996,287355560
1359,2023,불안장애,충남,당진시,34080,여,1693,8233,406677420
1360,2023,불안장애,전북,고창군,35570,남,193,809,24172150
1361,2023,불안장애,전북,고창군,35570,여,298,1006,26883800
1362,2023,불안장애,전북,무주군,35530,남,97,199,3984070
1363,2023,불안장애,전북,무주군,35530,여,193,434,8353970
1364,2023,불안장애,전북,부안군,35580,남,314,1265,42332710
1365,2023,불안장애,전북,부안군,35580,여,517,2151,65870330
1366,2023,불안장애,전북,순창군,35560,남,216,1747,60858830
1367,2023,불안장애,전북,순창군,35560,여,441,3500,117383390
1368,2023,불안장애,전북,완주군,35510,남,342,1693,133428490
1369,2023,불안장애,전북,완주군,35510,여,468,2364,186124140
1370,2023,불안장애,전북,임실군,35550,남,68,134,2649970
1371,2023,불안장애,전북,임실군,35550,여,114,259,4076830
1372,2023,불안장애,전북,장수군,35540,남,90,265,4329620
1373,2023,불안장애,전북,장수군,35540,여,213,536,9776970
1374,2023,불안장애,전북,진안군,35520,남,51,118,2377160
1375,2023,불안장애,전북,진안군,35520,여,114,286,7380150
1376,2023,불안장애,전북,군산시,35020,남,2178,12245,598502350
1377,2023,불안장애,전북,군산시,35020,여,3215,17600,848013500
1378,2023,불안장애,전북,남원시,35050,남,396,1523,42927980
1379,2023,불안장애,전북,남원시,35050,여,615,1848,51166430
1380,2023,불안장애,전북,익산시,35030,남,2447,12718,719323090
1381,2023,불안장애,전북,익산시,35030,여,3709,18933,1006990900
1382,2023,불안장애,전북,전주완산구,35011,남,2804,15221,974683580
1383,2023,불안장애,전북,전주완산구,35011,여,4577,26150,1679810490
1384,2023,불안장애,전북,전주덕진구,35012,남,2589,14388,847926660
1385,2023,불안장애,전북,전주덕진구,35012,여,3466,19484,1119923600
1386,2023,불안장애,전북,정읍시,35040,남,875,4246,137984690
1387,2023,불안장애,전북,정읍시,35040,여,1339,6395,185819650
1388,2023,불안장애,전북,김제시,35060,남,792,5705,300325500
